SRA	SRX	MGI	old	new
2	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX017965	GM10847|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM10847?4
2	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX017944	GM18505|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM18526?4
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX883588	MDA-MB-231|MDA-MB-231 breast cancer cells	MDA-MB-231|MDA-MB-231 breast cancer cells
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX710716	dESC Tissue Culture|Decidualized DSC	Unc@ Unclassified
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX595689	VCaP|prostate cancer cells	Prs@ VCaP?1
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX518689	OCI-LY3|ABC DLBCL|Diffuse large B-cell lymphoma (DLBCL)	Bld@ OCI-LY-3?1
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX514848	Human neonatal foreskin keratinocytes	Epd@ Keratinocytes?3
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX340806	FACS-sorted pancreatic islet|Alpha|pancreatic islets	Pan@ Pancreatic islets?0
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX212454	CD4+CD25+CD45RA+ expanded naive regulatory T cells|CD4+CD25+CD45RA+ expanded naive regulatory T cells	Bld@ CD4-Positive T-Lymphocytes?3
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX201832	Primary Tissue|Fetal Lung, Left|UW|None	Lng@ Fetal lung?0
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX096355	LS180 cells|cultured CRC cells	Dig@ LS-180?1
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX067526	HSMM|skeletal muscle myoblasts|mesoderm	Myo@ HSMM?4
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX019504	hASC, ChIP|Adipose stromal cell (ASC) pre-adipocyte	Adp@ Adipose stromal cell?0
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX730831	CD19+/CD10+/CD44low/CXCR4- B cells|centrocyte|Tonsil	Bld@ B-Lymphocytes?3
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX730815	CD19+/CD10+/CD44low/CXCR4+ B cells|centroblast|Tonsil	Bld@ B-Lymphocytes?3
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX663240	Keratinocytes|Keratinocytes	Keratinocytes|Keratinocytes
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX213542	HEK293T/17	Kid@ 293?1
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX186656	Dnd41	Bld@ DND-41?1
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX089254	Primary Tissue|Fetal Placenta|UW|None	Plc@ Placenta?3
1	13	http://www.ncbi.nlm.nih.gov/sra?term=ERX329875	MCF-7|breast|adult	Brs@ MCF-7?1
4	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX372081	HeLa	Utr@ HeLa?1
3	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX089242	Primary Tissue|Fetal Heart|UW|None	CDV@ Heart?3
3	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX062364	Primary Tissue|fetal brain|UW|None	Neu@ Fetal brain?0
2	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX017971	GM18951|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM18951?4
2	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX017955	GM15510|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM15510?4
2	12	http://www.ncbi.nlm.nih.gov/sra?term=ERX873852	islet	Pan@ Pancreatic islets?0
2	12	http://www.ncbi.nlm.nih.gov/sra?term=ERX519498	U2OS	Bon@ U2OS?4
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX850668	Primary CXCR5hi CD4 T cells isolated from human tonsils|CXCR5hi PD1hi CD45RO+ CD4+ T cells, CD19-|tonsil	Primary CXCR5hi CD4 T cells isolated from human tonsils|CXCR5hi PD1hi CD45RO+ CD4+ T cells, CD19-|tonsil
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX825335	ICM-derived WIS2|human ICM-derived ES cell line|ESCs	PSC@ hESC WIS2?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX825323	ICM-derived LIS2|human ICM-derived ES cell line|ESCs	PSC@ hESC LIS2?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX764812	CyT49|Pancreatic endoderm|hESC derived pancreatic endoderm	PSC@ hESC derived mesendodermal cells?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX634890	Human Mammary Epithelial Cell Line|Breast	Human Mammary Epithelial Cell Line|Breast
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX518271	Human breast cells|MCF7	Brs@ MCF-7?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX518270	Human breast cells|MCF10A	Brs@ MCF 10A?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX497258	BEAS-2B cells	Lng@ BEAS-2B?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX488721	HEK 293T|Human Embryonic Kidney	Kid@ 293?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX381320	C1|iPS Cells|iPS Cells	PSC@ iPS cells?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX347282	Primary Tissue|Sigmoid Colon|N/A|None	Dig@ Colon?4
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX342324	Primary Cell|CD19 Primary Cells|None|CD19+	Bld@ B-cell (CD19+)?4
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX342319	Primary Tissue|Fetal Spinal Cord|UW|None	Neu@ Fetal Spinal Cord?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX342317	Primary Cell|CD8 Primary Cells|None|CD8+	Bld@ CD8+?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX327764	Multiple myeloma|Plasma cell	Bld@ Multiple Myeloma?3
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX306186	HCT116|HCT116 cell culture	Dig@ HCT 116?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX300959	Primary Tissue|Fetal Adrenal Gland|UW|None	Oth@ Adrenal Glands?3
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX275410	OC-LY1|Diffuse Large B-Cell Lymphoma	Bld@ OCI-LY1?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX259622	AML-patient-derived cell lines t(8;21) Kasumi-1|Kasumi-1 cell culture	Bld@ Kasumi-1?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX253238	derived from biopsy of fibrosarcoma of Human male	Oth@ Fibrosarcoma?3
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX203354	Primary (live-frozen) CD4+ cells	Bld@ CD4+?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX203342	Cultured CD4+ cells	Bld@ CD4+?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX190339	SK-N-SH|SK-N-SH|neuroblastoma, newly promoted to tier 2: not in 2011 analysis, the SK-N-SH line was established from a neuroblastoma in a 4 year old individual.|ectoderm	Neu@ SK-N-SH?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX189416	IMR90|IMR90|fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis|endoderm	Lng@ IMR-90?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX176069	C4-2B|prostate cancer cells	Bld@ C4-2?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX144726	HeLa S3|cervical cancer cell line	Utr@ HeLa?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX136971	Primary Tissue|Left Ventricle|N/A|None	CDV@ Heart Ventricles?3
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX130498	HCT116|human colorectal carcinoma cell line HCT116	Dig@ HCT 116?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX119642	A549|A549 cells	Lng@ A549?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX107305	CCRF-CEM|T-ALL cell line	Bld@ CCRF-CEM?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX100890	H1-hESC|embryonic stem cells|inner cell mass	PSC@ hESC H1?0
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX099411	IMR90 human primary lung embryo fibroblasts|lung fibroblasts|contact-inhibited IMR90	Lng@ IMR-90?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX092579	HeLa, cycling|Suspension HeLa cells	Utr@ HeLa?1
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX067491	NHEK|epidermal keratinocytes	Epd@ NHEK?4
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX019900	H1|Cell Line|undifferentiated|none|stage_zero	PSC@ hESC H1?0
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX669631	MV4-11|AML	Bld@ MV-4-11?1
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX392780	GM12878|GM12878-NRSF	Bld@ GM12878?4
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX381327	WIBR3|hES Cells|hES Cells	PSC@ hESC WIBR3?0
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX186704	Monocytes-CD14+_RO01746	Bld@ Monocytes-CD14+?4
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX040982	HUES48|Cell Line|embrionic stem cell|none|undifferentiated	PSC@ hESC HUES48?0
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX040975	HUES64|Cell Line|embrionic stem cell|none|undifferentiated	PSC@ hESC HUES64?0
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX037936	CD36	Bld@ CD36+?0
1	12	http://www.ncbi.nlm.nih.gov/sra?term=ERX329874	HepG2|liver|adult	Liv@ Hep G2?1
4	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX470407	LNCaP|LNCaP	Prs@ LNCAP?1
2	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX838202	FLT3-ITD AML patient sample	FLT3-ITD AML patient sample
2	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX539650	MCF7|MCF7	Brs@ MCF-7?1
2	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX259802	HeLa cell|HeLa cell	Utr@ HeLa?1
2	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX017977	GM18526|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM18526?4
2	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX017938	GM19193|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM19193?4
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX729713	neural precursor cell: mid radial glial|ES-derived neural progenitor cells	PSC@ hESC derived neural cells?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX729712	neural precursor cell: neuroepithelial|ES-derived neural progenitor cells	PSC@ hESC derived neural cells?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX689473	OCI-LY1|Human DLBCL cell line	Bld@ OCI-LY1?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX503350	iSLK-219|Kidney epithelium|Kidney epithelial cells	Kid@ iSLK?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX392296	MCF7|MCF7 cell line	Brs@ MCF-7?1
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX347276	Primary Tissue|Right Ventricle|N/A|None	CDV@ Heart Ventricles?3
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX342320	Primary Cell|CD4 Primary Cells|None|CD4+	Bld@ CD4+?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX316370	Human Embryonal Kidney Cells|Isogenic HEK293 Cells	Kid@ 293?1
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX262153	M0-91 cells|M0-91 cells|acute myelogenous leukemia cell line	Bld@ M0-91?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX259077	CD56+ mesoderm|Cell Line|mesoderm|presumed normal|intermediate	PSC@ hESC derived mesendodermal cells?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX201831	Primary Tissue|Fetal Lung, Right|UW|None	Lng@ Fetal lung?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX201810	Primary Tissue|Fetal Renal Cortex|UW|None	Kid@ Kidney Cortex?3
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX199860	PANC-1|PANC-1|pancreatic carcinoma, (PMID: 1140870) PANC-1 was established from a pancreatic carcinoma, which was extracted via pancreatico-duodenectomy specimen from a 56-year-old Caucasian individual. Malignancy of this cell line was verified via in vitro and in vivo assays.|endoderm	Pan@ PANC-1?2
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX189086	WI-38|WI-38 cell culture|hTERT-immortalized WI-38 primary human lung fibroblasts	Lng@ WI-38?1
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX117469	Human erythromyeloblastoid leukemia cell line K562|Chronic myeloid leukaemia|Cultured cancer cell line	Bld@ K-562?1
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX081231	iPS 6.9|Cell Line|Induced pluripotent stem cell line derived from foreskin fibroblasts|None|Induced pluripotent stem cell	PSC@ iPS cells?0
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX067534	HSMMtube|skeletal muscle myotubes differentiated from the HSMM cell line|mesoderm	Myo@ HSMM?4
1	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX915356	Cervix|Epithelial	Cervix|Epithelial
1	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX695881	Tumor	Oth@ Tumor?0
1	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX396568	BF|Cultured fibroblasts|normal breast	Brs@ Breast cells?0
1	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX040931	HUES 6|Cell Line|embrionic stem cell|none|undifferentiated	PSC@ hESC HUES6?0
1	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX040392	Primary Tissue|Fetal Kidney|UW|None	Kid@ Fetal kidney?0
4	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX102974	HeLa-S3|ectoderm	Utr@ HeLa?1
3	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX885891	Macrophage-control|Macrophage	Macrophage-control|Macrophage
3	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX213628	HeLa|HeLa	Utr@ HeLa?1
2	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX974377	HEK293A|WT MEF2B-V5 cells	HEK293A|WT MEF2B-V5 cells
2	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX017960	GM12892|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM12892?4
2	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX017950	GM19099|Lymphoblastoid Cells|Lymphoblastoid cell	Bld@ GM19099?4
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX968423	786-O|Renal Cancer Cell Line	786-O|Renal Cancer Cell Line
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX831881	Pre-activated CD8+ T cells|Pre-activated CD8+ T cells|Peripheral blood	Pre-activated CD8+ T cells|Pre-activated CD8+ T cells|Peripheral blood
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX745844	MCF7|Breast cancer cells	Brs@ MCF-7?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX729701	neural precursor cell: early radial glial|ES-derived neural progenitor cells	PSC@ hESC derived neural cells?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX674008	HeLa|not applicable	HeLa|not applicable
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX670820	H9|human H9 cell lines	PSC@ hESC H9?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX573070	HeLa|HeLa|IP with Ab  RNAPII rabbit polyclonal N20 (Santa Cruz, sc-899)	Utr@ HeLa?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX542558	B-cell lymphoma cell line|P493-6	Bld@ P493-6?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX395617	Breast cancer cell line T47D-MTVL|Breast cancer cell line	Brs@ T-47D?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX378022	TIVE-LTC|TIVE-LTC|Long-Term-Infected Telomerase-Immortalized Vein Endothelial Cells	Utr@ TIVE-LTC?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX371484	Human breast cancer cell line|MCF7	Brs@ MCF-7?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX359413	Human Kidney Embryonic Cell line HEK293|HEK293	Kid@ 293?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX326894	VCaP|VCaP cell line	Prs@ VCaP?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX300961	Primary Tissue|Fetal Muscle, Trunk|UW|None	Myo@ Fetal muscle?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX262142	MCF7 cells|MCF7 cells|breast cancer cell line	Brs@ MCF-7?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX252738	Primary Cell|CD14 Primary Cells|None|CD14+	Bld@ Monocytes-CD14+?4
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX201811	Primary Tissue|Fetal Renal Pelvis|UW|None	Kid@ Kidney Pelvis?3
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX142792	HUES64 derived CD184+|Cell Line|NA|presumed normal|differentiated	PSC@ hESC derived mesendodermal cells?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX124699	Colon cancer_input DNA|Colon Cancer	Dig@ Colon cancer?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX124686	Colon cancer_H3K4me1_ChIPSeq|Colon Cancer	Dig@ Colon cancer?0
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX067475	HMEC|mammary epithelial cells|ectoderm	Brs@ HMEC?1
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX012401	CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes?3
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX005163	CD36+ primary hematopoietic stem cells/progenitor cells (HSCs/HPCs)cells	Bld@ CD36+?0
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX796586	skin fibroblast	Epd@ Dermal fibroblast?0
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX663438	Testis	Gon@ Testis?3
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX316957	U2OS cells|U2OS Cells	Bon@ U2OS?4
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX134736	Primary Tissue|Spleen|N/A|None	Oth@ Spleen?3
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX1027609	LCLs|blood	LCLs|blood
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX067397	NHLF|lung fibroblasts|endoderm	Lng@ NHLF?4
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX014779	UPR9 cells	Bld@ UPR9?0
1	10	http://www.ncbi.nlm.nih.gov/sra?term=ERX103425	Pancreas	Pan@ Pancreas?3
1	10	http://www.ncbi.nlm.nih.gov/sra?term=ERX004450	HEPG2|liver	Liv@ Hep G2?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX689365	HEK293 cells, retrovirally transduced|cultured cell line	Kid@ 293?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX447436	umbilical cord blood|CD34+ cells	Bld@ CD34+?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX345881	HCT116 colorectal cancer cells	Dig@ HCT 116?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX340814	FACS-sorted pancreatic islet|Exocrine|pancreatic islets	Pan@ Pancreatic islets?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX270958	Primary Tissue|Small Intestine|N/A|None	Dig@ Intestine, Small?3
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX252724	Primary Cell|CD3 Primary Cells|None|CD3+	Bld@ CD3+?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX212448	CD4+CD25- expanded conventional T cells|CD4+CD25- expanded conventional T cells	Bld@ CD4-Positive T-Lymphocytes?3
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX204402	Primary Cell|CD56 Primary Cells|None|CD56+	Bld@ CD56+?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX201833	Primary Tissue|Fetal Kidney, Right|UW|None	Kid@ Fetal kidney?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX155530	UKE-1|UKE-1|Leukemia cell line	Bld@ UKE-1?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX148900	LX2|human LX2 cells|human hepatic stellate cells	Liv@ LX2?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX147564	Monocytes|primary monocyte	Bld@ Monocytes?3
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX101137	VCaP|Hormone refractory prostate cancer cells	Prs@ VCaP?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX065553	HEK293|Transformed embryonic kidney cell line	Kid@ 293?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX064497	H9|endoderm precursor cells|ESC-derived endoderm	PSC@ hESC derived mesendodermal cells?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX064488	H9|human embryonic stem cells|embryonic stem cells	PSC@ hESC H9?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX011618	H1|embryonic stem cells	PSC@ hESC H1?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX005153	CD133+ primary hematopoietic stem cells/progenitor cells (HSCs/HPCs)cells	Bld@ Hematopoietic Stem Cells?3
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX926128	Z-138|Cell Line|NA|Mantle cell lymphoma|B cell	Z-138|Cell Line|NA|Mantle cell lymphoma|B cell
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX364237	H9|embryonic stem cell	PSC@ hESC H9?0
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX329719	NA12892|lymphoblastoid cell	Bld@ GM12892?4
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX329718	NA12878|lymphoblastoid cell	Bld@ GM12878?4
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX329716	NA12891|lymphoblastoid cell	Bld@ GM12891?4
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX329715	NA19238|lymphoblastoid cell	Bld@ GM19238?4
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX329713	NA19239|lymphoblastoid cell	Bld@ GM19239?4
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX329706	NA19240|lymphoblastoid cell	Bld@ GM19240?4
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX297502	U-266|Cell Line|NA|Multiple myeloma|Plasma cell	Bld@ U-266?1
9	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX297501	DG-75|Cell Line|NA|Sporadic Burkitt lymphoma|B cell	Bld@ DG-75?1
3	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX885895	Macrophage-oxLDL|Macrophage	Macrophage-oxLDL|Macrophage
3	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX190280	HUVEC	CDV@ HUVEC?1
2	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX807621	501Mel|501Mel|melanoma	Epd@ 501A?1
2	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX540850	PC3|PC3	Prs@ PC-3?1
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX865410	Raji cells|Raji cells	Bld@ RAJI?1
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX674010	HeLa|Cervix	HeLa|Cervix
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX581535	Macrophages(BC17)|Macrophages(BC17)	Macrophages(BC17)|Macrophages(BC17)
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX477927	hepatocytes	Liv@ Hepatocytes?3
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX096356	EWS502|Ewing Sarcoma cells	Bon@ EWS502?0
1	9	http://www.ncbi.nlm.nih.gov/sra?term=ERX378357	MOLM-1|myeloblast	Bld@ MOLM-1?0
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX971803	OCI-Ly1|lymphoma cell line|lymphoma B cells	OCI-Ly1|lymphoma cell line|lymphoma B cells
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX956469	Nephrectomy sample|kidney|uninvolved kidney	Nephrectomy sample|kidney|uninvolved kidney
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX764811	CyT49|Posterior foregut|hESC derived posterior foregut	PSC@ hESC derived mesendodermal cells?0
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX764810	CyT49|Primitive gut tube|hESC derived primitive gut tube	PSC@ hESC derived mesendodermal cells?0
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX748434	HCT116|HNF4a2 Line|colon cancer	HCT116|HNF4a2 Line|colon cancer
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX730857	CD19+ B cells|peripheral blood B cells|Activated (IL4, anti-CD40, IgM, and IgD) peripheral blood	Bld@ B-Lymphocytes?3
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX729680	human embryonic stem cell line H9|embryonic stem cells	PSC@ hESC H9?0
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX684737	myeloma cell line JJN-3|multiple myeloma	myeloma cell line JJN-3|multiple myeloma
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX679461	K562|chronic myelogenous leukemia|chronic myelogenous leukemia cell line	K562|chronic myelogenous leukemia|chronic myelogenous leukemia cell line
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX667989	Vertebral Cancer of Prostate (VCaP)|VCaP cells|bone metastasis of prostate cancer	Prs@ VCaP?1
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX647372	MCF10A|MCF10A cells|mammary gland/breast	MCF10A|MCF10A cells|mammary gland/breast
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX610773	DKO1|DKO1 cells|colon cancer cell line; DNMT3B &amp; DNM1 KO	Dig@ Colon cancer?0
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX610765	HCT116|HCT116 cells|colon cancer cell line	Dig@ HCT 116?1
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX573042	HeLa|HeLa|IP with non-commercial rabbit anti-ELL2 Ref PMID 20159561	Utr@ HeLa?1
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX573034	HeLa|HeLa|IP with non-commercial rabbit anti-AFF4 Ref PMID 20159561	Utr@ HeLa?1
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX545948	MCF-7 TTE-MBD2	Brs@ MCF-7?1
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX512179	Mesenchymal stem cell|Mesenchymal stem cell	Mesenchymal stem cell|Mesenchymal stem cell
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX482985	AGS|AGS cells|gastric cancer cell line	AGS|AGS cells|gastric cancer cell line
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX472416	LNCaP cells	Prs@ LNCAP?1
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX433202	PC-3 prostate cancer cells|PC-3 cells	Prs@ PC-3?1
